name,lat,lng,address,website,phone,hours,category
Harvest Placerville Food Bank,38.747684,-120.80195,"4099 Adams Dr, Placerville, CA 95679",https://www.harvest-placerville-food-bank.org,(530) 409-5237,"Tue–Sat 10–4",Faith-Based Pantry
Community Redlands Food Bank,34.034494,-117.181449,"9966 Seaside Lane, Redlands, CA 92399",https://www.community-redlands-food-bank.org,(909) 282-7181,"Mon–Thu 9–5",Youth Services
Wellness Eureka Support Network,40.779928,-124.189265,"5779 Autumn Ave, Eureka, CA 95537",https://www.wellness-eureka-support-network.org,(707) 208-7056,"Mon,Wed,Fri 10–2",Community Center
Solidarity Santa Maria Food Hub,34.923018,-120.41448,"6500 Prospect Blvd, Santa Maria, CA 93499",https://www.solidarity-santa-maria-food-hub.org,(805) 206-4239,"Mon–Fri 9–5",Pantry
Inspiration Thousand Oaks Support Network,34.213846,-118.802269,"9125 Cedar Blvd, Thousand Oaks, CA 91371",https://www.inspiration-thousand-oaks-support-network.org,(820) 797-6535,"Wed–Sat 9–2",Community Center
Unity Bridge Pleasant Hill Food Pantry,37.940807,-122.073414,"8893 Walnut Pl, Pleasant Hill, CA 94551",https://www.unity-bridge-pleasant-hill-food-pantry.org,(925) 647-6983,"Sat 9–1",Youth Services
Faith Whittier Food Bank,34.02184,-118.003721,"7860 Summer Ter, Whittier, CA 90638",https://www.faith-whittier-food-bank.org,(562) 785-7326,"Wed–Sat 9–2",Community Center
Fresh Santa Rosa Food Collective,38.4051,-122.678781,"8526 Walnut St, Santa Rosa, CA 95450",https://www.fresh-santa-rosa-food-collective.org,(707) 814-3177,"Mon–Sat 10–4",Mobile Pantry
Helping Hayward Relief Center,37.627822,-122.049849,"6363 Tenth Lane, Hayward, CA 94557",https://www.helping-hayward-relief-center.org,(510) 703-2251,"Mon–Fri 9–5",Mobile Pantry
Sunshine Pleasant Hill Support Network,37.968436,-122.082582,"2995 Santa Fe Ter, Pleasant Hill, CA 94536",https://www.sunshine-pleasant-hill-support-network.org,(925) 560-3059,"Tue–Sat 9–3",Food Bank
Friendship Folsom Food Shelf,38.66534,-121.22065,"3103 Palm Ter, Folsom, CA 95633",https://www.friendship-folsom-food-shelf.org,(279) 247-9495,"Mon–Fri 11–7",Faith-Based Pantry
Mountain Encinitas Food Bank,33.060319,-117.306479,"6068 Harbor Dr, Encinitas, CA 92034",https://www.mountain-encinitas-food-bank.org,(760) 566-1053,"Mon–Thu 10–6",Food Bank
Compassion Garden Grove Nutrition Center,33.734903,-117.918743,"6004 Monterey Lane, Garden Grove, CA 92847",https://www.compassion-garden-grove-nutrition-center.org,(657) 412-7049,"Wed–Sat 9–2",Youth Services
Harvest Cupertino Relief Center,37.337731,-122.010448,"1117 Cedar Dr, Cupertino, CA 95025",https://www.harvest-cupertino-relief-center.org,(669) 848-7505,"Wed 10–6 & Sat 9–1",Community Center
Empowerment Jackson Community Kitchen,38.337495,-120.803828,"5634 River Dr, Jackson, CA 95649",https://www.empowerment-jackson-community-kitchen.org,(209) 730-8924,"Mon–Thu 10–6",Resource Hub
Lighthouse Los Altos Community Kitchen,37.353419,-122.139828,"4724 Summer Dr, Los Altos, CA 94027",https://www.lighthouse-los-altos-community-kitchen.org,(650) 284-7038,"Mon–Fri 7–3",Mobile Pantry
Compassion Apple Valley Nutrition Center,34.505125,-117.208282,"8537 Summit Lane, Apple Valley, CA 92347",https://www.compassion-apple-valley-nutrition-center.org,(442) 684-4927,"Mon–Fri 9–5",Faith-Based Pantry
Cultural Healdsburg Support Network,38.584548,-122.833163,"6338 Fourth Blvd, Healdsburg, CA 95495",https://www.cultural-healdsburg-support-network.org,(707) 587-8807,"Mon–Fri 11–7",Faith-Based Pantry
Helping Lake Arrowhead Support Network,34.265141,-117.18683,"2186 Winter Rd, Lake Arrowhead, CA 92369",https://www.helping-lake-arrowhead-support-network.org,(909) 790-4640,"Wed–Sat 9–2",Mobile Pantry
Kindness Thousand Oaks Relief Center,34.155278,-118.842329,"1829 Coast Ter, Thousand Oaks, CA 91366",https://www.kindness-thousand-oaks-relief-center.org,(805) 582-7140,"Mon–Thu 9–5",Faith-Based Pantry
Faith Pleasanton Support Network,37.671018,-121.876794,"404 Seaside Ter, Pleasanton, CA 94592",https://www.faith-pleasanton-support-network.org,(925) 857-1924,"Wed 10–6 & Sat 9–1",Pantry
Empowerment Martinez Resource Center,38.050169,-122.169459,"4220 Main Rd, Martinez, CA 94561",https://www.empowerment-martinez-resource-center.org,(925) 202-6466,"Mon,Wed,Fri 10–2",Community Center
Prosper Quincy Food Bank,39.980159,-120.946594,"4381 Prospect Rd, Quincy, CA 96000",https://www.prosper-quincy-food-bank.org,(530) 379-2554,"Tue–Sat 10–4",Food Bank
Friendship Tracy Support Network,37.72174,-121.402539,"4559 Marina Blvd, Tracy, CA 95401",https://www.friendship-tracy-support-network.org,(209) 745-6572,"Mon–Sat 10–4",Faith-Based Pantry
Village Riverside Food Pantry,33.954808,-117.387109,"5544 Elm Rd, Riverside, CA 92522",https://www.village-riverside-food-pantry.org,(951) 526-7699,"Tue–Sat 8–12",Pantry
Lighthouse Folsom Support Network,38.680159,-121.180866,"6738 Tenth Rd, Folsom, CA 95672",https://www.lighthouse-folsom-support-network.org,(916) 325-6758,"Mon–Thu 9–5",Faith-Based Pantry
Lighthouse Visalia Community Kitchen,36.367051,-119.290037,"9916 Fifth Pl, Visalia, CA 93300",https://www.lighthouse-visalia-community-kitchen.org,(559) 465-2219,"Sat 9–1",Pantry
Together Pittsburg Relief Center,38.006797,-121.875942,"4438 Coast Blvd, Pittsburg, CA 94599",https://www.together-pittsburg-relief-center.org,(925) 566-3549,"Mon–Sat 10–4",Resource Hub
Village Quincy Food Collective,39.898573,-120.935252,"5914 Pine Ter, Quincy, CA 96008",https://www.village-quincy-food-collective.org,(530) 442-9606,"Tue,Thu 11–6",Pantry
Nourish Salinas Food Bank,36.633888,-121.613915,"6278 Broadway Ter, Salinas, CA 93927",https://www.nourish-salinas-food-bank.org,(831) 822-7456,"Mon–Fri 9–5",Pantry
Valley Santa Clara Relief Center,37.329062,-121.943642,"2016 Ninth Ter, Santa Clara, CA 95067",https://www.valley-santa-clara-relief-center.org,(408) 359-4033,"Mon–Fri 8–4",Faith-Based Pantry
Lighthouse San Leandro Community Kitchen,37.736672,-122.145293,"1678 View Ave, San Leandro, CA 94584",https://www.lighthouse-san-leandro-community-kitchen.org,(510) 364-4518,"Tue–Sat 10–4",Resource Hub
Compassion Davis Food Collective,38.544859,-121.736655,"5299 Mission Way, Davis, CA 95649",https://www.compassion-davis-food-collective.org,(530) 497-7048,"Thu 11–6 & Sat 10–2",Community Center
River Fullerton Food Shelf,33.870376,-117.93648,"5562 Washington Rd, Fullerton, CA 92852",https://www.river-fullerton-food-shelf.org,(714) 713-5902,"Thu 11–6 & Sat 10–2",Food Bank
Helping Hands Vallejo Community Kitchen,38.091719,-122.233283,"7071 Autumn Ave, Vallejo, CA 94636",https://www.helping-hands-vallejo-community-kitchen.org,(707) 253-7429,"Tue–Sat 8–12",Youth Services
Solidarity Redlands Heights Nutrition Center,34.095803,-117.146796,"4870 Fourth Ct, Redlands Heights, CA 92415",https://www.solidarity-redlands-heights-nutrition-center.org,(909) 354-5942,"Mon–Thu 10–6",Resource Hub
Harvest Twentynine Palms Food Shelf,34.091034,-116.032173,"9476 Heritage Ct, Twentynine Palms, CA 92313",https://www.harvest-twentynine-palms-food-shelf.org,(760) 388-6946,"Mon–Fri 9–5",Senior Services
Garden Martinez Relief Center,38.046189,-122.168193,"9855 Summit Way, Martinez, CA 94557",https://www.garden-martinez-relief-center.org,(925) 633-8654,"Tue–Sat 10–4",Mobile Pantry
Village Belmont Community Kitchen,37.506765,-122.284232,"1849 Tenth Rd, Belmont, CA 94006",https://www.village-belmont-community-kitchen.org,(650) 589-8457,"Wed–Sat 9–2",Youth Services
Coastal Arcata Community Kitchen,40.874303,-124.060874,"972 Vista St, Arcata, CA 95550",https://www.coastal-arcata-community-kitchen.org,(707) 876-1124,"Tue–Fri 8–2",Faith-Based Pantry
Lighthouse Watsonville Food Pantry,36.900767,-121.783345,"7835 Prospect Blvd, Watsonville, CA 95079",https://www.lighthouse-watsonville-food-pantry.org,(831) 769-9824,"Mon–Fri 8–4",Mobile Pantry
Neighborhood Healdsburg Food Shelf,38.591991,-122.897921,"8678 Winter Ave, Healdsburg, CA 95482",https://www.neighborhood-healdsburg-food-shelf.org,(707) 271-9920,"Wed–Sat 9–2",Community Center
Unity Bridge Calexico Support Network,32.655299,-115.513447,"7380 Adams Dr, Calexico, CA 92249",https://www.unity-bridge-calexico-support-network.org,(442) 236-6680,"Sat 9–1",Faith-Based Pantry
Together Redlands Heights Food Collective,34.069009,-117.161809,"3620 Highland Way, Redlands Heights, CA 92401",https://www.together-redlands-heights-food-collective.org,(909) 641-3135,"Tue,Thu 11–6",Pantry
Caring Hesperia Nutrition Center,34.442869,-117.321209,"6617 Harbor Dr, Hesperia, CA 92388",https://www.caring-hesperia-nutrition-center.org,(760) 210-3520,"Thu 11–6 & Sat 10–2",Senior Services
Garden Union City Food Bank,37.59134,-122.060004,"7905 College Ter, Union City, CA 94625",https://www.garden-union-city-food-bank.org,(510) 860-7050,"Mon–Sat 10–4",Community Center
Fresh Garden Grove Food Bank,33.810652,-117.934466,"2684 Lake Dr, Garden Grove, CA 92873",https://www.fresh-garden-grove-food-bank.org,(714) 664-6670,"Sat 9–1",Community Center
Bridge Indio Nutrition Center,33.725372,-116.189336,"3836 Madison Ter, Indio, CA 92211",https://www.bridge-indio-nutrition-center.org,(442) 269-4360,"Tue,Thu 11–6",Faith-Based Pantry
Garden Fortuna Support Network,40.561405,-124.138101,"1520 Park Rd, Fortuna, CA 95552",https://www.garden-fortuna-support-network.org,(707) 339-8416,"Mon,Wed,Thu 9–3",Mobile Pantry
Neighborhood Mammoth Lakes Relief Center,37.605974,-118.977646,"1258 Mission Dr, Mammoth Lakes, CA 93555",https://www.neighborhood-mammoth-lakes-relief-center.org,(760) 792-7568,"Mon–Fri 9–5",Faith-Based Pantry
Uplift Mill Valley Nutrition Center,37.870692,-122.577908,"9132 Heritage Way, Mill Valley, CA 94942",https://www.uplift-mill-valley-nutrition-center.org,(415) 385-5527,"Thu 11–6 & Sat 10–2",Youth Services
Mountain Oakhurst Food Collective,37.336719,-119.673963,"3454 Spring Rd, Oakhurst, CA 93686",https://www.mountain-oakhurst-food-collective.org,(559) 523-7451,"Mon–Thu 9–5",Mobile Pantry
River Lakewood Food Pantry,33.842924,-118.10964,"7160 Monterey St, Lakewood, CA 90722",https://www.river-lakewood-food-pantry.org,(562) 539-9096,"Mon–Thu 9–5",Food Bank
Diversity Campbell Resource Center,37.295489,-121.918332,"6527 Sunset Ter, Campbell, CA 95044",https://www.diversity-campbell-resource-center.org,(669) 325-4895,"Thu 11–6 & Sat 10–2",Senior Services
Harvest Palo Alto Food Collective,37.420761,-122.165128,"4267 Summit Rd, Palo Alto, CA 94315",https://www.harvest-palo-alto-food-collective.org,(650) 590-9262,"Mon–Thu 9–5",Senior Services
Kindness Glendale Support Network,34.125398,-118.269834,"3248 Cedar Ct, Glendale, CA 91208",https://www.kindness-glendale-support-network.org,(747) 640-5467,"Mon–Fri 7–3",Youth Services
Grace Los Gatos Food Shelf,37.224242,-121.939371,"1122 Fifth Ter, Los Gatos, CA 95053",https://www.grace-los-gatos-food-shelf.org,(408) 314-6980,"Wed 10–6 & Sat 9–1",Resource Hub
Unity Santa Clarita Resource Center,34.358978,-118.584822,"1130 Cedar Dr, Santa Clarita, CA 91366",https://www.unity-santa-clarita-resource-center.org,(661) 277-2954,"Mon,Wed,Thu 9–3",Faith-Based Pantry
Inspiration Placerville Food Pantry,38.744146,-120.766512,"6895 Hill Way, Placerville, CA 95669",https://www.inspiration-placerville-food-pantry.org,(530) 423-8311,"Mon–Thu 10–6",Resource Hub
River Vacaville Resource Center,38.320549,-121.959332,"7483 Vista Lane, Vacaville, CA 95723",https://www.river-vacaville-resource-center.org,(707) 329-8236,"Mon–Sat 10–4",Resource Hub
Resilience Escondido Resource Center,33.100426,-117.111365,"8705 Eighth Way, Escondido, CA 92043",https://www.resilience-escondido-resource-center.org,(760) 305-2405,"Tue–Sat 8–12",Faith-Based Pantry
Uplift Santa Clarita Food Pantry,34.398636,-118.5488,"8521 Tenth Way, Santa Clarita, CA 91384",https://www.uplift-santa-clarita-food-pantry.org,(661) 364-1146,"Thu 11–6 & Sat 10–2",Food Bank
Resilience San Rafael Food Shelf,38.008869,-122.50425,"5599 Prospect St, San Rafael, CA 94919",https://www.resilience-san-rafael-food-shelf.org,(628) 362-4096,"Mon–Fri 11–7",Youth Services
Caring Fresno Food Pantry,36.715945,-119.799335,"2131 Garden Way, Fresno, CA 93723",https://www.caring-fresno-food-pantry.org,(559) 874-8982,"Tue–Sat 10–4",Faith-Based Pantry
Resource San Bruno Nutrition Center,37.628596,-122.446434,"4215 Tenth Way, San Bruno, CA 94104",https://www.resource-san-bruno-nutrition-center.org,(650) 745-5305,"Mon–Sat 9–1",Faith-Based Pantry
Faith Pleasant Hill Food Pantry,37.967824,-122.09754,"9479 Orchard St, Pleasant Hill, CA 94566",https://www.faith-pleasant-hill-food-pantry.org,(925) 709-1510,"Wed 10–6 & Sat 9–1",Resource Hub
Fresh Tehachapi Food Shelf,35.147973,-118.455051,"1757 Garden Way, Tehachapi, CA 93571",https://www.fresh-tehachapi-food-shelf.org,(661) 564-5435,"Mon–Sat 9–1",Youth Services
Support Pacifica Food Collective,37.577913,-122.468033,"8341 Hill Lane, Pacifica, CA 94077",https://www.support-pacifica-food-collective.org,(650) 797-2402,"Mon,Wed,Fri 10–2",Resource Hub
Support Oceanside Food Collective,33.15638,-117.374179,"9437 Canyon Dr, Oceanside, CA 92087",https://www.support-oceanside-food-collective.org,(760) 619-3597,"Tue,Thu 11–6",Youth Services
Bridge Apple Valley Food Hub,34.482989,-117.141485,"2535 Sixth Lane, Apple Valley, CA 92348",https://www.bridge-apple-valley-food-hub.org,(442) 642-8617,"Wed 10–6 & Sat 9–1",Youth Services
Fresh Redwood City Relief Center,37.487241,-122.255839,"4164 Washington Dr, Redwood City, CA 94103",https://www.fresh-redwood-city-relief-center.org,(650) 362-7104,"Sat 9–1",Senior Services
Caring Napa Food Hub,38.266403,-122.260389,"5896 Main Pl, Napa, CA 94578",https://www.caring-napa-food-hub.org,(707) 810-7314,"Tue–Sat 9–3",Youth Services
Unity Bridge San Juan Bautista Food Shelf,36.852105,-121.55285,"3116 Sixth St, San Juan Bautista, CA 95050",https://www.unity-bridge-san-juan-bautista-food-shelf.org,(831) 842-8850,"Mon,Wed,Thu 9–3",Resource Hub
Lighthouse Los Gatos Resource Center,37.200747,-121.942766,"4315 Summer Blvd, Los Gatos, CA 95054",https://www.lighthouse-los-gatos-resource-center.org,(669) 251-3858,"Sat 9–1",Faith-Based Pantry
Faith Hercules Food Hub,38.023071,-122.269661,"3242 Central Blvd, Hercules, CA 94588",https://www.faith-hercules-food-hub.org,(510) 870-4997,"Tue,Thu 11–6",Resource Hub
Lighthouse Walnut Creek Relief Center,37.904595,-122.038307,"8018 Meadow Ter, Walnut Creek, CA 94609",https://www.lighthouse-walnut-creek-relief-center.org,(925) 501-1547,"Tue,Thu 11–6",Food Bank
Compassion Sacramento Support Network,38.547788,-121.491778,"2137 Chestnut Blvd, Sacramento, CA 95839",https://www.compassion-sacramento-support-network.org,(916) 645-6947,"Tue–Sat 9–3",Resource Hub
Cultural Wasco Food Pantry,35.586829,-119.306343,"6769 Fifth Dr, Wasco, CA 93298",https://www.cultural-wasco-food-pantry.org,(661) 338-2438,"Tue–Sat 10–4",Community Center
Community San Mateo Support Network,37.553708,-122.300219,"9211 Washington Ter, San Mateo, CA 94436",https://www.community-san-mateo-support-network.org,(650) 761-7243,"Sat 9–1",Senior Services
Resource Napa Food Collective,38.256174,-122.267708,"1189 Walnut Pl, Napa, CA 94608",https://www.resource-napa-food-collective.org,(707) 488-6989,"Mon–Sat 9–1",Community Center
Grace Atascadero Food Bank,35.521573,-120.702226,"9137 Highland Way, Atascadero, CA 93464",https://www.grace-atascadero-food-bank.org,(820) 803-6164,"Mon–Sat 10–4",Youth Services
Together El Cerrito Food Bank,37.940683,-122.33977,"3917 Third Dr, El Cerrito, CA 94531",https://www.together-el-cerrito-food-bank.org,(510) 360-3895,"Mon–Fri 7–3",Food Bank
Kindness Fontana Resource Center,34.092147,-117.46461,"619 Coral Rd, Fontana, CA 92374",https://www.kindness-fontana-resource-center.org,(909) 813-1094,"Mon–Fri 8–4",Senior Services
Friendship Pasadena Food Shelf,34.12304,-118.154548,"4659 Forest Ave, Pasadena, CA 91116",https://www.friendship-pasadena-food-shelf.org,(626) 706-7209,"Tue,Thu 11–6",Pantry
Mission Truckee Food Bank,39.306317,-120.172787,"1936 Tenth Ave, Truckee, CA 96174",https://www.mission-truckee-food-bank.org,(530) 491-5756,"Wed–Sat 9–2",Community Center
Prosper Concord Relief Center,37.933942,-121.997146,"8612 Prospect Ct, Concord, CA 94566",https://www.prosper-concord-relief-center.org,(925) 351-9853,"Mon–Fri 9–5",Mobile Pantry
Hope Concord Food Collective,37.968662,-121.988508,"4545 Fourth St, Concord, CA 94558",https://www.hope-concord-food-collective.org,(925) 659-7270,"Mon,Wed,Fri 10–2",Faith-Based Pantry
Together Truckee Food Bank,39.305646,-120.192894,"6525 Autumn Way, Truckee, CA 96164",https://www.together-truckee-food-bank.org,(530) 804-4494,"Mon–Sat 9–1",Resource Hub
Support Antioch Community Kitchen,38.018744,-121.79005,"8656 Mission Ct, Antioch, CA 94547",https://www.support-antioch-community-kitchen.org,(925) 233-2374,"Wed–Sat 9–2",Faith-Based Pantry
Nourish Los Gatos Food Pantry,37.23591,-121.941344,"9531 Garden St, Los Gatos, CA 95034",https://www.nourish-los-gatos-food-pantry.org,(669) 474-1099,"Tue–Sat 10–4",Mobile Pantry
Valley Lake Arrowhead Support Network,34.227566,-117.166616,"3809 Summit Rd, Lake Arrowhead, CA 92387",https://www.valley-lake-arrowhead-support-network.org,(909) 473-1856,"Wed 10–6 & Sat 9–1",Youth Services
Empowerment Pomona Food Pantry,34.022562,-117.754576,"5717 Chestnut Dr, Pomona, CA 91768",https://www.empowerment-pomona-food-pantry.org,(909) 885-3537,"Tue,Thu 11–6",Community Center
Valley Alturas Resource Center,41.490294,-120.542788,"8140 Summit Ter, Alturas, CA 96146",https://www.valley-alturas-resource-center.org,(530) 284-3289,"Mon–Fri 9–5",Food Bank
Village Hercules Nutrition Center,38.003309,-122.287681,"8343 Summit Rd, Hercules, CA 94569",https://www.village-hercules-nutrition-center.org,(510) 404-6298,"Thu 11–6 & Sat 10–2",Senior Services
Nourish Chino Food Collective,34.024412,-117.646729,"4129 Garden Lane, Chino, CA 91726",https://www.nourish-chino-food-collective.org,(909) 565-8370,"Thu 11–6 & Sat 10–2",Faith-Based Pantry
Together Larkspur Nutrition Center,37.970513,-122.557485,"2533 First Ave, Larkspur, CA 94944",https://www.together-larkspur-nutrition-center.org,(628) 427-7596,"Tue–Sat 8–12",Resource Hub
Compassion Pomona Food Collective,34.029244,-117.788744,"2696 Hill Pl, Pomona, CA 91799",https://www.compassion-pomona-food-collective.org,(909) 233-1134,"Tue–Sat 8–12",Resource Hub
Community Alturas Support Network,41.505287,-120.502547,"3794 Adams Blvd, Alturas, CA 96127",https://www.community-alturas-support-network.org,(530) 890-4322,"Mon–Sat 10–4",Mobile Pantry
Empowerment Escondido Relief Center,33.11479,-117.116941,"5597 View St, Escondido, CA 92035",https://www.empowerment-escondido-relief-center.org,(442) 322-7188,"Wed–Sat 9–2",Mobile Pantry
Prosper Glendale Food Collective,34.120654,-118.261024,"693 Valley Ter, Glendale, CA 91236",https://www.prosper-glendale-food-collective.org,(747) 600-3477,"Mon–Sat 10–4",Senior Services
Resilience Hercules Food Collective,38.061463,-122.295902,"6701 Ninth St, Hercules, CA 94565",https://www.resilience-hercules-food-collective.org,(510) 269-1206,"Mon,Wed,Thu 9–3",Resource Hub
Helping Hands Hayward Food Bank,37.631126,-122.05991,"8360 First Rd, Hayward, CA 94549",https://www.helping-hands-hayward-food-bank.org,(510) 323-7263,"Mon–Fri 8–4",Mobile Pantry
Inspiration Petaluma Food Shelf,38.244551,-122.654547,"5331 Summit Dr, Petaluma, CA 94983",https://www.inspiration-petaluma-food-shelf.org,(707) 738-8864,"Mon–Fri 8–4",Mobile Pantry
Wellness Merced Food Shelf,37.327754,-120.484159,"7208 Seaside Ter, Merced, CA 95366",https://www.wellness-merced-food-shelf.org,(209) 653-3505,"Tue–Sat 8–12",Faith-Based Pantry
Friendship San Leandro Community Kitchen,37.758539,-122.19917,"2108 Orchard Pl, San Leandro, CA 94617",https://www.friendship-san-leandro-community-kitchen.org,(510) 609-2308,"Wed 10–6 & Sat 9–1",Resource Hub
Compassion South Lake Tahoe Food Collective,38.975321,-119.95909,"8765 Broadway Ter, South Lake Tahoe, CA 96187",https://www.compassion-south-lake-tahoe-food-collective.org,(530) 496-5469,"Tue–Sat 9–3",Senior Services
Wellness Pasadena Nutrition Center,34.1424,-118.172014,"7834 Prospect Ct, Pasadena, CA 91146",https://www.wellness-pasadena-nutrition-center.org,(626) 724-3023,"Mon–Thu 9–5",Senior Services
Heart Oxnard Food Bank,34.190265,-119.167971,"612 Second Ct, Oxnard, CA 93045",https://www.heart-oxnard-food-bank.org,(820) 661-7537,"Thu 11–6 & Sat 10–2",Faith-Based Pantry
Lighthouse Alturas Food Hub,41.494825,-120.511792,"1475 Summit Blvd, Alturas, CA 96110",https://www.lighthouse-alturas-food-hub.org,(530) 425-7862,"Tue–Sat 9–3",Mobile Pantry
Kindness Manteca Food Bank,37.758893,-121.228713,"4790 Autumn St, Manteca, CA 95339",https://www.kindness-manteca-food-bank.org,(209) 522-6357,"Mon–Fri 10–6",Pantry
Bridge Glendale Food Pantry,34.111097,-118.246687,"3950 Fifth Ct, Glendale, CA 91237",https://www.bridge-glendale-food-pantry.org,(818) 678-2535,"Tue–Sat 8–12",Community Center
Kindness Taft Food Pantry,35.132459,-119.477893,"7537 Sunset Pl, Taft, CA 93297",https://www.kindness-taft-food-pantry.org,(661) 809-4508,"Tue–Fri 8–2",Mobile Pantry
Helping Hands Daly City Nutrition Center,37.690151,-122.482409,"7860 Sycamore Dr, Daly City, CA 94040",https://www.helping-hands-daly-city-nutrition-center.org,(650) 512-3387,"Mon–Fri 11–7",Faith-Based Pantry
Sunshine San Leandro Nutrition Center,37.685862,-122.164985,"5327 Pine Dr, San Leandro, CA 94625",https://www.sunshine-san-leandro-nutrition-center.org,(510) 646-4338,"Mon,Wed,Fri 10–2",Food Bank
Wellness Thousand Oaks Food Collective,34.175161,-118.836482,"6690 Jackson Ter, Thousand Oaks, CA 91405",https://www.wellness-thousand-oaks-food-collective.org,(805) 483-6312,"Mon–Fri 11–7",Pantry
Friendship Riverside Food Pantry,33.959438,-117.415363,"6647 Market Way, Riverside, CA 92513",https://www.friendship-riverside-food-pantry.org,(951) 325-9297,"Mon–Fri 8–4",Youth Services
Friendship Clearlake Food Shelf,38.967196,-122.654747,"9303 College Blvd, Clearlake, CA 95439",https://www.friendship-clearlake-food-shelf.org,(707) 716-4038,"Mon–Fri 11–7",Faith-Based Pantry
Diversity Jackson Food Collective,38.326968,-120.745056,"6197 Central Ave, Jackson, CA 95682",https://www.diversity-jackson-food-collective.org,(209) 334-7105,"Tue,Thu 11–6",Pantry
Caring Pasadena Food Shelf,34.168789,-118.14022,"4812 Adams Lane, Pasadena, CA 91126",https://www.caring-pasadena-food-shelf.org,(626) 655-7773,"Tue–Fri 8–2",Food Bank
Sunshine Cloverdale Food Pantry,38.794379,-123.061934,"3651 View Blvd, Cloverdale, CA 95445",https://www.sunshine-cloverdale-food-pantry.org,(707) 655-9988,"Sat 9–1",Mobile Pantry
Compassion Wasco Food Hub,35.560434,-119.316994,"9514 Garden Lane, Wasco, CA 93319",https://www.compassion-wasco-food-hub.org,(661) 339-2036,"Thu 11–6 & Sat 10–2",Youth Services
Inspiration San Mateo Food Collective,37.533017,-122.29185,"5376 Chestnut Blvd, San Mateo, CA 94404",https://www.inspiration-san-mateo-food-collective.org,(650) 290-3773,"Mon–Fri 11–7",Pantry
Inspiration Orinda Relief Center,37.870373,-122.20853,"5339 Sixth Way, Orinda, CA 94563",https://www.inspiration-orinda-relief-center.org,(925) 466-2531,"Mon–Sat 9–1",Resource Hub
Heart Morgan Hill Nutrition Center,37.111764,-121.681406,"5003 Vista Lane, Morgan Hill, CA 95065",https://www.heart-morgan-hill-nutrition-center.org,(669) 377-8375,"Tue–Fri 8–2",Resource Hub
Garden Belmont Food Collective,37.529953,-122.310137,"7298 Fifth St, Belmont, CA 94029",https://www.garden-belmont-food-collective.org,(650) 781-1062,"Tue,Thu 11–6",Mobile Pantry
Wellness San Bruno Nutrition Center,37.592151,-122.39652,"198 Oak Way, San Bruno, CA 94089",https://www.wellness-san-bruno-nutrition-center.org,(650) 524-2881,"Wed–Sat 9–2",Community Center
Sunshine Sonora Community Kitchen,37.941566,-120.39899,"1600 Highland Dr, Sonora, CA 95404",https://www.sunshine-sonora-community-kitchen.org,(209) 762-8764,"Thu 11–6 & Sat 10–2",Community Center
Family Orange Nutrition Center,33.809145,-117.890353,"9308 Washington Ct, Orange, CA 92900",https://www.family-orange-nutrition-center.org,(714) 233-2745,"Tue–Sat 9–3",Community Center
Compassion Lake Forest Food Pantry,33.689728,-117.715064,"9769 Hill Way, Lake Forest, CA 92639",https://www.compassion-lake-forest-food-pantry.org,(949) 368-5602,"Mon,Wed,Thu 9–3",Youth Services
Hope Wasco Community Kitchen,35.558639,-119.350235,"9597 View Ter, Wasco, CA 93305",https://www.hope-wasco-community-kitchen.org,(661) 271-6280,"Mon–Thu 10–6",Senior Services
Unity Bridge Santa Monica Community Kitchen,34.052451,-118.506316,"9652 Central Ave, Santa Monica, CA 90448",https://www.unity-bridge-santa-monica-community-kitchen.org,(310) 837-5723,"Mon–Thu 10–6",Resource Hub
Support Pasadena Community Kitchen,34.181432,-118.159771,"7605 Coral Pl, Pasadena, CA 91114",https://www.support-pasadena-community-kitchen.org,(626) 498-4604,"Mon,Wed,Fri 10–2",Resource Hub
Mission Anaheim Resource Center,33.796426,-117.94476,"3013 Spring Dr, Anaheim, CA 92812",https://www.mission-anaheim-resource-center.org,(657) 667-5564,"Mon–Fri 9–5",Senior Services
Village Lakewood Food Shelf,33.819846,-118.175189,"4485 College Pl, Lakewood, CA 90760",https://www.village-lakewood-food-shelf.org,(562) 204-6464,"Tue–Sat 8–12",Community Center
Neighborhood Clearlake Nutrition Center,38.952823,-122.648364,"2871 Grove Dr, Clearlake, CA 95457",https://www.neighborhood-clearlake-nutrition-center.org,(707) 765-1223,"Mon–Fri 11–7",Senior Services
Neighborhood Santa Ana Resource Center,33.708979,-117.889757,"4225 Sycamore Rd, Santa Ana, CA 92737",https://www.neighborhood-santa-ana-resource-center.org,(657) 526-5215,"Mon,Wed,Thu 9–3",Mobile Pantry
Together Berkeley Food Hub,37.863073,-122.249118,"9593 Cedar Blvd, Berkeley, CA 94738",https://www.together-berkeley-food-hub.org,(510) 669-5491,"Mon,Wed,Fri 10–2",Food Bank
Helping Hands Pleasanton Food Hub,37.667274,-121.890247,"744 Pine Ct, Pleasanton, CA 94591",https://www.helping-hands-pleasanton-food-hub.org,(925) 305-5935,"Mon–Fri 9–5",Senior Services
Friendship Modesto Support Network,37.680051,-120.968378,"3806 Tenth St, Modesto, CA 95365",https://www.friendship-modesto-support-network.org,(209) 595-7825,"Thu 11–6 & Sat 10–2",Pantry
